income,age,weight,market
-1.6485081721613115,1.1976012400325973,0.0001,market 1
-2.185733096778142,1.655954436195576,0.0001,market 1
-1.9299532477379069,1.3225605416225346,0.0001,market 1
-0.4964416455679823,0.7359075788135325,0.0001,market 1
-1.6922345469918998,0.5978583493568503,0.0001,market 1
-0.06642091369566971,1.1074112213975653,0.0001,market 1
-1.8107564931812798,0.7144878847243412,0.0001,market 1
-1.315166028819585,0.7964447700062303,0.0001,market 1
-1.0504275233807974,1.507046733773893,0.0001,market 1
-1.4702164123875396,0.7700707549474561,0.0001,market 1
-2.402722355969698,1.646468995643736,0.0001,market 1
-0.951495384973669,0.9968656523508825,0.0001,market 1
1.0436472867340272,1.9936445277476684,0.0001,market 1
-0.7315122116753321,1.0802237738666904,0.0001,market 1
-0.3721386457962994,1.9623404198515217,0.0001,market 1
-1.0912022239004076,0.8714903750823464,0.0001,market 1
-0.9032116098188192,1.1616408598881611,0.0001,market 1
-0.9581902065865513,1.2737396791761069,0.0001,market 1
-1.8575302064148553,1.2729297851282702,0.0001,market 1
0.059967025342642755,0.43938902353083764,0.0001,market 1
-1.0049449225699203,0.6749311724933641,0.0001,market 1
-0.8800119891863866,0.5113144193431713,0.0001,market 1
-1.7900671005464561,1.8581232341466793,0.0001,market 1
1.4965113517137336,1.7411225262508307,0.0001,market 1
-0.46183246258375976,0.17779307373621855,0.0001,market 1
-1.810673905148667,0.945422226981653,0.0001,market 1
-0.9601959656217185,0.08981498942728006,0.0001,market 1
-1.844277496327137,1.1652915375205486,0.0001,market 1
-0.9687052048586988,1.3507928584232225,0.0001,market 1
-0.008151365939807143,1.4318026622935802,0.0001,market 1
-1.4238776823572916,1.4572667864787352,0.0001,market 1
-0.694273067077569,0.8571437277064416,0.0001,market 1
0.43332087090253113,0.7611767975575403,0.0001,market 1
-0.3744071747082014,1.939520187880809,0.0001,market 1
-0.6864355199207485,0.3120041290839962,0.0001,market 1
-1.2011515305039973,0.6305790121532069,0.0001,market 1
-2.83458361245808,0.6810217185185405,0.0001,market 1
-1.001029783126312,0.41582551077545205,0.0001,market 1
-0.8701315138093852,0.464651006743922,0.0001,market 1
0.16023584940363067,0.48126582705946974,0.0001,market 1
-0.5596975707309451,-0.055876676052476704,0.0001,market 1
-1.457591912444262,1.3647033169915566,0.0001,market 1
-1.9443334812596442,0.49479342905074264,0.0001,market 1
-1.1537532649227036,1.0453863377433252,0.0001,market 1
-0.9312159084235563,1.1089737830957314,0.0001,market 1
-1.9829492381695548,-0.10458578195253954,0.0001,market 1
-1.6573427875114497,1.1884199546914924,0.0001,market 1
-0.11977430807470302,1.305401593967576,0.0001,market 1
-3.3921983453615026,0.9001088475076865,0.0001,market 1
-1.6846665249428954,-0.19434762971395125,0.0001,market 1
-2.1035302948058097,1.542107826694671,0.0001,market 1
-2.355949750863447,1.318270258967537,0.0001,market 1
0.10289255436056233,1.3068322403196153,0.0001,market 1
-2.235079392963332,0.8180643887601219,0.0001,market 1
0.7551659599929215,1.6255860249185412,0.0001,market 1
-0.1384044445109427,1.7792808438999228,0.0001,market 1
-0.23139874079606593,1.2087096056051616,0.0001,market 1
-2.3693424711375695,0.9250807333143769,0.0001,market 1
0.17242723475549826,0.15790863118844634,0.0001,market 1
-1.8830853616050354,0.816458200214914,0.0001,market 1
0.2937478937447271,2.253733233620928,0.0001,market 1
-2.6122386595541522,0.2354007699888908,0.0001,market 1
-1.1975747765277516,1.4824080765348302,0.0001,market 1
-0.37837696756268746,1.2764475401478887,0.0001,market 1
-0.8849758603213453,0.9729685723966698,0.0001,market 1
0.5081931228937147,0.829290989652891,0.0001,market 1
-1.6823803858400228,1.4025518111876258,0.0001,market 1
-0.04431127725506179,0.41851784369576184,0.0001,market 1
-1.319757242101004,0.9420991197351776,0.0001,market 1
-2.3782876521248646,1.0125527514966373,0.0001,market 1
-0.5985520390260187,0.5405253463788541,0.0001,market 1
-2.1469164206633997,0.5597936852994396,0.0001,market 1
-1.7377762130305987,0.35891066696174856,0.0001,market 1
0.30674322509912955,0.7767166212406384,0.0001,market 1
-0.6714358436455239,1.004166124174659,0.0001,market 1
-0.785458140404392,0.7941144898940138,0.0001,market 1
0.48365444732522245,0.13248784878222986,0.0001,market 1
0.17830004592593118,0.8994649756832023,0.0001,market 1
-1.5140825557323323,0.17703009755622434,0.0001,market 1
-1.5280683787197369,1.5704789612754382,0.0001,market 1
-2.06320557671014,0.7111702464554781,0.0001,market 1
1.2213346011915664,1.4503034657726563,0.0001,market 1
-1.4229330506207858,1.3675324563339741,0.0001,market 1
-0.8785215030056915,1.7630183653686078,0.0001,market 1
-0.29205381300785993,1.180883670996767,0.0001,market 1
0.5538687095854535,0.33898462349710257,0.0001,market 1
-0.8756990060147452,1.0635552842037437,0.0001,market 1
-2.2137726088626732,0.7118008861408409,0.0001,market 1
0.6712772070458577,0.07943766262252827,0.0001,market 1
-2.3030210631737056,0.8260895019676977,0.0001,market 1
-1.1033738559985422,1.1337677591459496,0.0001,market 1
1.209672387441291,0.5597556589544668,0.0001,market 1
-4.110797697339406,1.1316549848776476,0.0001,market 1
0.8536570412123374,0.9443490755266023,0.0001,market 1
0.5411675456633949,0.8585619113681822,0.0001,market 1
-1.9511515330403983,1.2171684020982563,0.0001,market 1
0.10010924799244791,1.4845505550576956,0.0001,market 1
0.36456552657310004,0.9450839855993179,0.0001,market 1
-1.2139802098944885,0.0981122987907802,0.0001,market 1
-0.4218197674711992,0.7550945820773252,0.0001,market 1
-1.1193500361395028,1.0130200014770736,0.0001,market 1
-1.7184604773462375,0.7840235144083534,0.0001,market 1
0.4195359511036165,0.6012146969942933,0.0001,market 1
-0.18854126612349253,0.42374125035460386,0.0001,market 1
-1.1432685637575708,0.8495856387427682,0.0001,market 1
-1.0219383089237921,0.23446760370222164,0.0001,market 1
0.7656381055990029,1.0737700912350625,0.0001,market 1
-1.9969829520824356,0.8048561509690723,0.0001,market 1
