income,age,purchase,second,market,choice
-0.6803664100541837,1.6331107795476028,8,11,market 1,product 8
-0.7212319939149845,0.6069461928129758,11,8,market 1,product 11
-0.366730636218459,1.4473128786546992,2,3,market 1,product 2
1.4970964588627806,1.122572435747487,8,4,market 1,product 8
-0.6633387383211109,1.3195528834089867,11,5,market 1,product 11
-1.0314395633939153,0.6203799336289801,11,8,market 1,product 11
-1.6398479632584935,1.747901077179579,4,2,market 1,product 4
-2.5200081776490943,1.6839815874246065,4,11,market 1,product 4
-0.19533293450679956,1.1546074207658008,6,2,market 1,product 6
0.27042300528714613,0.7317322093160707,11,8,market 1,product 11
-1.4533399469670498,0.8158107534213112,4,2,market 1,product 4
-2.11515842226442,1.5084321973729407,11,10,market 1,product 11
-0.805143603194701,0.6057338888234718,3,11,market 1,product 3
-0.372081295502787,1.6150338558566406,4,6,market 1,product 4
-0.0032482677524857673,1.3941236291336796,2,3,market 1,product 2
-1.4592304677889054,0.5087681783298663,11,8,market 1,product 11
0.478086231272423,0.5332885562146066,4,2,market 1,product 4
-0.9398224725598883,1.229923246138975,2,3,market 1,product 2
-0.7540742381691036,0.2569570896168667,11,8,market 1,product 11
-1.0503827479550314,0.5386337947532027,11,10,market 1,product 11
1.4013454089454864,1.0143456696405027,3,6,market 1,product 3
-1.6061133120566997,1.5523011503742237,11,10,market 1,product 11
-1.2346036869628467,0.9078704955338573,11,2,market 1,product 11
0.7033222125466365,0.319717576094277,11,10,market 1,product 11
-2.943512336850766,1.108036495584736,11,1,market 1,product 11
-1.199081702545381,0.762495527197,11,6,market 1,product 11
-0.6995221680231654,1.034742422104761,11,8,market 1,product 11
1.1053713044418747,1.3673636994171736,2,10,market 1,product 2
-0.7227314681940316,0.07072659478981214,6,8,market 1,product 6
-1.8959176306776266,0.7203362178516926,11,5,market 1,product 11
-0.47970448636113294,1.0034164191046715,2,4,market 1,product 2
-0.5271332325658198,0.9224241033388867,11,6,market 1,product 11
-1.2839558222179397,1.4043796598604392,6,4,market 1,product 6
-0.2705352922254458,1.6519472624003804,2,4,market 1,product 2
-1.3477581090146455,0.7206752808336726,11,4,market 1,product 11
-1.5695548327106352,0.8722937854147852,11,8,market 1,product 11
-1.34642169162182,0.8986953693488096,11,8,market 1,product 11
-0.24023140727074432,0.6207249358623068,11,8,market 1,product 11
-1.9304881874014628,0.7980429963400782,11,3,market 1,product 11
-0.9305006998064119,2.005430085073236,2,4,market 1,product 2
0.06461974980632679,0.8756638385741828,6,8,market 1,product 6
-1.053160209483493,1.1936760852144872,2,4,market 1,product 2
-0.31299080763601383,1.116729743745251,11,8,market 1,product 11
-3.1358116329342764,0.7651496872783201,11,4,market 1,product 11
-0.8447811297431082,0.6373818077447277,11,10,market 1,product 11
0.5159329826553598,0.6336795898000586,4,8,market 1,product 4
-1.9441569089090531,1.2556242335567436,3,6,market 1,product 3
-2.1139340458640494,0.9011012922442954,11,2,market 1,product 11
1.1827983503606636,-0.38708943368171433,8,6,market 1,product 8
-1.409111520720551,1.3056629387827632,6,4,market 1,product 6
-1.7085210081988826,0.6884954340208406,11,4,market 1,product 11
-1.6506062925402505,0.7226953232454767,11,6,market 1,product 11
-2.2028399019912293,0.9520507226595555,11,10,market 1,product 11
-0.3285427597174999,1.4630959062260724,3,2,market 1,product 3
-0.48211483462951876,0.9565869314744843,10,8,market 1,product 10
-0.6874058048330258,1.1349909877805602,8,4,market 1,product 8
-0.8095101176628312,0.9421300928728052,3,11,market 1,product 3
-0.7650574893756712,1.8544214691841718,3,4,market 1,product 3
0.3269419840949237,0.8331708027699373,2,8,market 1,product 2
-1.1689621741721818,1.1055388146520808,11,9,market 1,product 11
-1.3620560394316548,0.5887383494565309,11,1,market 1,product 11
-1.2514824570738006,1.281123925240237,8,6,market 1,product 8
-0.16350707627349115,1.4850209810993389,11,1,market 1,product 11
-0.232098710890987,1.0153178712807425,11,6,market 1,product 11
-0.07013572216897068,1.4897296264029225,2,7,market 1,product 2
-1.437199134154147,0.5086575742801429,8,4,market 1,product 8
-0.13885309615378172,1.4071539766308978,8,6,market 1,product 8
-0.6667032569138542,1.0748457111110457,11,1,market 1,product 11
-1.3363547746720668,1.1761503164272211,8,6,market 1,product 8
-1.2383227254953297,0.25904256615437216,11,6,market 1,product 11
0.4153818043957689,1.2739621687272111,8,2,market 1,product 8
-1.452266611181507,1.105784497173026,11,6,market 1,product 11
-1.4964910635349693,1.2365496824159117,11,2,market 1,product 11
-0.5465852497695493,1.2579291617161954,11,8,market 1,product 11
-1.5134882669165992,0.7630528863849113,11,10,market 1,product 11
-0.07815997799820074,0.28174992749562067,10,11,market 1,product 10
-1.2500474329612135,0.31696343443121,4,11,market 1,product 4
-0.9083728728240237,1.5941115472409981,2,4,market 1,product 2
0.26214278633999233,0.6899850661406624,11,10,market 1,product 11
-2.2626672127056495,0.9759330856254906,6,11,market 1,product 6
-0.09266035451590304,0.5759605726630773,2,11,market 1,product 2
-0.44219719647169764,1.5326727522018961,6,2,market 1,product 6
-0.4112442322267591,1.2955304035510913,11,8,market 1,product 11
0.7740857650721844,1.0712608790153095,10,6,market 1,product 10
-3.1584660370201676,0.9337958291469599,11,8,market 1,product 11
-1.4205022575860233,0.8968803487183926,11,8,market 1,product 11
-1.8047127272918964,0.3100015694320961,11,3,market 1,product 11
0.7389990345276711,1.5499927520941466,8,2,market 1,product 8
-1.9346596866373145,1.3210124808814252,4,8,market 1,product 4
-2.2512806117797366,1.0365359064683015,11,2,market 1,product 11
0.03193296434734383,1.2096688713265429,4,2,market 1,product 4
-1.2896923996517675,1.0731206542231528,4,11,market 1,product 4
0.22888540760009857,1.7699919846902583,11,6,market 1,product 11
-0.8642890304020392,1.3250115125095836,4,2,market 1,product 4
-2.5769102620151796,0.3583614767182537,11,10,market 1,product 11
-0.6036246813499775,0.848433341389747,2,3,market 1,product 2
-0.8807719835583074,0.18874846194208295,11,6,market 1,product 11
-0.7539665013757284,1.9098202556796249,11,8,market 1,product 11
-0.3014901012261768,1.649201889787877,2,10,market 1,product 2
-1.091317114987615,0.7113310036993015,11,8,market 1,product 11
-0.9277710570214662,0.3439019686550975,8,2,market 1,product 8
0.9300484415288401,1.1011845630987755,11,10,market 1,product 11
-2.8075899919070864,1.0308384723694957,11,8,market 1,product 11
-0.7583223335902064,0.2095504728428591,11,2,market 1,product 11
-0.24490156417830755,0.7146106280642985,4,2,market 1,product 4
-1.6225256052802424,0.8492895848133972,11,10,market 1,product 11
-1.755197501075004,1.9016993091330643,2,4,market 1,product 2
-0.5264733855308672,1.297852053889328,4,6,market 1,product 4
-1.3293189916187471,1.7682134087755434,11,2,market 1,product 11
-1.740486002740653,1.5268850921911918,6,11,market 1,product 6
-1.7647468526541112,0.554774922281426,11,10,market 1,product 11
-1.9527508994157863,0.8943703107946696,11,8,market 1,product 11
-2.1741904355138026,1.4537488435758843,11,8,market 1,product 11
0.003836301261289643,0.9794260971590438,11,8,market 1,product 11
-0.771245791298488,1.3611461482644494,2,4,market 1,product 2
-1.4991299054071408,1.0299204697887185,11,8,market 1,product 11
-0.5921373373827423,1.2686167294542443,2,11,market 1,product 2
-1.0346097238446998,0.6202691261629905,11,10,market 1,product 11
-2.275342229611531,1.6613313363587767,11,1,market 1,product 11
-0.05145532886480586,1.3284456784394694,8,6,market 1,product 8
0.35626866327879636,1.1957241621536672,11,10,market 1,product 11
-0.18138988872920325,0.9863340042568797,2,11,market 1,product 2
-1.892531371929946,0.6364438187569927,11,10,market 1,product 11
-0.9017273919336378,1.580766976368532,11,4,market 1,product 11
-1.4449167699977763,0.46769761558423917,11,10,market 1,product 11
-1.2618584425105213,0.6915389452424316,11,10,market 1,product 11
-2.5742376716459674,1.1860124378762282,11,6,market 1,product 11
-0.8478887316453958,2.103579996108678,10,8,market 1,product 10
-0.06654857257393454,0.951431769997903,6,2,market 1,product 6
-1.7829348283484137,0.25153885979176605,11,4,market 1,product 11
-1.0291663097265138,1.960259422213857,4,2,market 1,product 4
-1.1452228784128968,0.8078364150825601,8,11,market 1,product 8
-0.8988036464334332,1.7099104565107939,2,11,market 1,product 2
-1.18595840654987,0.9699536054131292,11,8,market 1,product 11
-0.41857134556926157,0.9107563106661768,3,2,market 1,product 3
-1.305263762240073,0.3924832232216918,11,6,market 1,product 11
-1.6387709100367962,1.098091063035478,11,5,market 1,product 11
-1.0926240951824588,0.9243617253062588,11,10,market 1,product 11
-0.18951831854686507,1.5104304175502437,2,3,market 1,product 2
-0.6672794529722916,1.7659686794152583,4,8,market 1,product 4
-1.2273291548301408,1.19806785440552,11,3,market 1,product 11
-1.2076213973109389,1.0181670751905865,11,8,market 1,product 11
-1.007131539454433,1.6047423388746958,11,4,market 1,product 11
-0.8135638431446286,0.7739962050173645,11,3,market 1,product 11
-3.282773396700387,1.4163774761506809,11,1,market 1,product 11
-1.3692031340181074,0.8853737004757049,11,6,market 1,product 11
-2.3832260135646814,1.930895182843106,11,6,market 1,product 11
-0.21846485658933557,1.3695732756649535,11,8,market 1,product 11
0.5160666159966623,0.6851807645571947,11,8,market 1,product 11
-0.3192457745455829,0.6122892441018806,8,2,market 1,product 8
-1.3535449841998108,0.9718568080795971,11,1,market 1,product 11
-0.7294299922672824,0.9983767889992413,11,4,market 1,product 11
0.7777219435437228,0.3676190013589927,6,2,market 1,product 6
-0.6533952330999531,1.1751568045865335,2,11,market 1,product 2
-1.0665057528024209,0.9255781161658772,11,6,market 1,product 11
-1.1095448764061684,1.3876642546229405,11,8,market 1,product 11
-1.6655650916292442,1.184453714394052,11,5,market 1,product 11
-2.710918142703918,1.5540821186510216,11,8,market 1,product 11
-0.8077696567027377,0.8608928020795446,4,6,market 1,product 4
-1.7375267662706957,1.4312071372314452,11,1,market 1,product 11
-0.49590493760896037,1.3814990440114452,2,8,market 1,product 2
-0.27688068009859534,0.918395463808982,11,6,market 1,product 11
-2.4504070378234832,2.094198517921069,3,2,market 1,product 3
-2.0511061280499288,0.9180393978538979,11,1,market 1,product 11
-0.260729548001321,0.02130646624425092,11,8,market 1,product 11
-2.0246249482236642,0.5805753526160045,11,8,market 1,product 11
-0.666444652425965,1.426263865388982,4,2,market 1,product 4
-0.5929365855793407,0.037891078853644844,11,10,market 1,product 11
-2.310421398114518,0.7345188880686896,2,4,market 1,product 2
-0.9182584401113439,1.7537779003037197,8,3,market 1,product 8
-0.8028771584065229,1.076802911734094,11,1,market 1,product 11
-0.41654186492328615,0.6995657941565305,11,8,market 1,product 11
0.28118729907294404,1.5423953255239526,3,4,market 1,product 3
-1.5996253248008427,1.3678907186145808,11,6,market 1,product 11
-3.1090439255568145,0.8580620462273955,11,4,market 1,product 11
-0.4090797123024348,0.9782594793525334,11,3,market 1,product 11
-1.3210830746731181,1.349841653272571,11,5,market 1,product 11
0.07377316206330531,1.2091178317568538,2,8,market 1,product 2
-0.7702589704673894,0.7922067802505756,2,4,market 1,product 2
-1.6887714426813991,0.9053847505530292,8,11,market 1,product 8
0.28478648330779444,1.4459947224529937,8,10,market 1,product 8
-1.9666504289229436,0.8743406244735066,11,10,market 1,product 11
-2.9117702764040034,0.9830575262623454,11,8,market 1,product 11
-2.125667924568763,0.8840787642207202,11,10,market 1,product 11
-1.0897299880462978,0.7570686517882281,11,10,market 1,product 11
-0.874235491045426,1.3991556790068587,2,6,market 1,product 2
-1.5091934624603751,1.1966758351913143,11,8,market 1,product 11
0.35988328587892027,1.2629913773647132,4,8,market 1,product 4
-0.6376385206630992,1.7233651234136542,2,7,market 1,product 2
-1.2529126995428403,0.22589919517022894,11,8,market 1,product 11
0.022851465708649155,0.5826281719093018,11,1,market 1,product 11
-1.2265386346774059,0.3657019887776082,11,3,market 1,product 11
-1.209564377705803,1.4658570507840607,2,4,market 1,product 2
-1.116486779514017,0.9947032550047599,11,1,market 1,product 11
-2.410178264215639,1.0738149285952665,11,3,market 1,product 11
-0.9488080819154842,1.415171568470065,6,10,market 1,product 6
-0.8996612712415898,1.233093796039023,11,2,market 1,product 11
-1.0264519609843055,1.4196059233013612,2,1,market 1,product 2
0.36093606286628965,1.8939113601744229,6,2,market 1,product 6
-1.3942727325972022,0.8842610236555457,11,8,market 1,product 11
-0.6649330554876742,1.137791876635026,10,5,market 1,product 10
-0.8069050990516564,1.43084099690757,11,3,market 1,product 11
-1.3481393175535314,1.081024395426044,3,6,market 1,product 3
-0.7963456568662007,1.1149368306187561,11,4,market 1,product 11
-0.45731674597246075,1.3746639837620864,11,6,market 1,product 11
-0.5067553378351585,1.078794083510651,11,6,market 1,product 11
-0.730895674154856,1.306759302133679,2,4,market 1,product 2
-1.4071080669378435,0.6504492858997639,11,6,market 1,product 11
-0.5466068778883211,1.8789387925258123,8,2,market 1,product 8
-1.4077410951870846,0.49522411332024563,11,6,market 1,product 11
0.978916689818071,0.8631858874284316,2,8,market 1,product 2
-0.41789202669997405,0.598421757214048,6,11,market 1,product 6
-1.8453128555835456,2.0082834692487266,11,6,market 1,product 11
-1.8582276897648577,1.7791339302477254,2,4,market 1,product 2
-0.23185037698647815,1.3549623029086715,3,2,market 1,product 3
-1.386825094335872,1.5066117504831893,2,8,market 1,product 2
-0.15113893321829908,1.0905025202534027,10,2,market 1,product 10
-2.505825390369079,1.0944985227080815,11,1,market 1,product 11
0.07285844352075665,0.6272884079442846,11,8,market 1,product 11
-2.1553313985088307,1.5371236679422,3,11,market 1,product 3
-2.2180776700032316,0.9237154871627984,11,8,market 1,product 11
1.1506677706750148,0.551903650504632,8,10,market 1,product 8
-1.1885082993821765,0.8787068514631179,3,11,market 1,product 3
-0.2266083482860065,1.644441477287488,2,6,market 1,product 2
-0.6740956615517318,1.4222881756234071,2,11,market 1,product 2
-0.8296515537179232,0.4255549725358626,2,7,market 1,product 2
-1.3453255638331059,0.6243014740768535,11,6,market 1,product 11
-1.9483179534368102,0.362192291108024,11,10,market 1,product 11
0.19300991063548278,1.1296391469379357,4,8,market 1,product 4
-2.391656088582015,1.2066575824278734,8,11,market 1,product 8
-1.9275119711051312,1.7837670410213304,11,2,market 1,product 11
-0.981979547493981,1.4576779800461042,6,2,market 1,product 6
-2.4018589352946966,1.4493843327358944,4,7,market 1,product 4
-1.5499191889103965,1.385652965877925,11,10,market 1,product 11
-1.2005590616813095,1.5152267930906083,11,10,market 1,product 11
-0.0068554310032359345,1.7075212246330131,8,6,market 1,product 8
-1.2524542581440898,1.7530685317362913,11,10,market 1,product 11
-1.4497296112352767,0.8221494529850362,2,11,market 1,product 2
-0.758429009422211,0.2794698343079858,6,4,market 1,product 6
-0.8921369212802684,0.9527656077176692,11,4,market 1,product 11
-0.5053594086631648,0.6565629823216919,11,8,market 1,product 11
-0.5918543967620657,1.4081080352072943,6,3,market 1,product 6
1.006444211948362,1.2786623467913854,2,4,market 1,product 2
-0.42576175304141384,1.3353233710301908,4,2,market 1,product 4
-0.28685934995184037,1.6075921190680695,8,11,market 1,product 8
-1.6416146149857653,1.139451889718489,11,8,market 1,product 11
-0.6259482024893497,0.7276369843845976,6,2,market 1,product 6
-0.957870200171897,1.1310540553733595,11,8,market 1,product 11
-2.5132389457820468,0.11651964738955023,11,8,market 1,product 11
-0.7434542960596139,1.1212593313726094,11,2,market 1,product 11
-1.09721078393926,1.223758011191262,11,1,market 1,product 11
0.022120410498439824,0.2719760177681749,2,8,market 1,product 2
-0.7094342853333567,1.4055345733773066,11,8,market 1,product 11
-0.08289627968740654,0.9204168362045574,11,3,market 1,product 11
-2.988239147579916,0.8638064006984744,11,3,market 1,product 11
-1.656840108982645,1.4545615583299158,11,2,market 1,product 11
-1.7839086767336556,0.5175690271982393,11,8,market 1,product 11
-1.0254311982303965,0.8280087926763079,11,1,market 1,product 11
0.33157874289066447,-0.05380187511236767,4,2,market 1,product 4
-0.5394102848839775,1.73106608521387,6,11,market 1,product 6
-0.5689043968895752,0.786719373743353,8,2,market 1,product 8
-0.24233172788887347,1.0268146662494668,2,3,market 1,product 2
-0.7964611893041311,1.880316187016681,11,2,market 1,product 11
-0.7310651002473356,1.5837261372375595,8,11,market 1,product 8
0.8502169712775631,0.7395065406811867,2,8,market 1,product 2
0.250042422871928,1.621153688490336,4,2,market 1,product 4
-0.25806911728103565,1.2279742928106911,11,3,market 1,product 11
-0.8867452930914901,1.399347730769888,8,6,market 1,product 8
-0.39883476693021513,1.1590225901329128,11,2,market 1,product 11
-0.7055939015927204,2.0273324263963715,2,5,market 1,product 2
-0.9884076193831729,1.1233607440153976,11,8,market 1,product 11
-0.0013970584477135395,0.5339914024832908,4,11,market 1,product 4
-1.2848305052181597,1.5192660721594802,2,4,market 1,product 2
0.12089027509507755,1.0274406430605107,2,10,market 1,product 2
-0.6271380120314598,0.40959035190794446,11,8,market 1,product 11
-2.400316018246893,0.17329848589282193,11,10,market 1,product 11
0.30316672140222534,0.3913977585038859,11,6,market 1,product 11
-0.03937975082714096,1.6940836214409187,2,4,market 1,product 2
-0.44156354642455786,1.2888793550420206,2,11,market 1,product 2
-0.7431388398485754,0.7020037560578507,11,6,market 1,product 11
-1.1397938447848193,0.5155639144878199,4,2,market 1,product 4
-0.6508506199523771,1.694056202384918,2,6,market 1,product 2
-1.1345752959292956,1.467456999425417,7,11,market 1,product 7
-1.5739534385720095,0.9188676254564297,11,10,market 1,product 11
1.1602728612651756,0.6978654891031376,8,4,market 1,product 8
-0.09185848840783761,1.3816104042250577,4,7,market 1,product 4
-0.22489904589895238,0.6661485731748351,11,8,market 1,product 11
1.177752552188244,2.030763882482118,2,4,market 1,product 2
-3.013039622175408,0.7586969725709296,11,10,market 1,product 11
0.2204769711812875,-0.711690994309611,11,10,market 1,product 11
-0.5011110009009647,0.19680236027860554,8,11,market 1,product 8
-1.1314564101251918,1.1632874477743376,11,6,market 1,product 11
-1.6708415930681828,0.7344847670010624,11,10,market 1,product 11
1.8005614935633787,0.9734445520161965,6,2,market 1,product 6
-0.16399649386464266,0.5332661068139786,11,6,market 1,product 11
-3.421020158287397,0.6555694496519838,11,1,market 1,product 11
-0.43941717533191005,0.48668350736827237,6,4,market 1,product 6
-3.051218436427697,0.3733661164579035,11,10,market 1,product 11
-0.8477953348886498,1.0457562589960394,11,8,market 1,product 11
0.7015729778599809,-0.40145441544249727,2,4,market 1,product 2
-0.6820759361954236,1.8554828284511706,2,3,market 1,product 2
-3.126139934871314,1.3774414696690744,11,1,market 1,product 11
-0.4804613533012362,0.7614903860507751,4,2,market 1,product 4
-0.5600499251136544,0.808280122317454,2,8,market 1,product 2
-0.563101681640902,1.8361511941848698,6,4,market 1,product 6
-1.8828344364926468,1.5007663912585185,2,4,market 1,product 2
-0.5086411646129894,1.363857171520959,8,11,market 1,product 8
0.5119529523308546,0.2977570808071829,2,3,market 1,product 2
0.6854910729889532,0.6714026895398626,2,4,market 1,product 2
-0.726746493416087,0.8905739841211172,2,3,market 1,product 2
-2.0541837306357937,1.3090831761449486,11,6,market 1,product 11
-0.6105427788145072,0.04893970268623127,11,5,market 1,product 11
0.06803407210079726,0.8161073041996795,6,8,market 1,product 6
-0.8640825408691665,0.8766314418560781,2,4,market 1,product 2
-2.4151112646369963,1.8054125760430808,6,11,market 1,product 6
-1.3300946817765742,0.5319218029966373,11,10,market 1,product 11
-1.0905201351494807,1.3448688584723145,11,1,market 1,product 11
-2.0544484802189755,1.2099770207481026,11,10,market 1,product 11
-2.0325043226952415,1.5182581393740469,11,6,market 1,product 11
-1.8098155325278449,1.1806191702900655,11,10,market 1,product 11
-0.2507798175845324,1.7668396767775871,2,4,market 1,product 2
-2.5652870973878823,2.1940178559718637,11,8,market 1,product 11
-0.686881513346157,1.8371905993390776,11,1,market 1,product 11
-1.6426712242899562,0.8778546409093066,11,2,market 1,product 11
-0.2938008672879604,0.8473402197260953,11,6,market 1,product 11
0.7227655194092759,1.4417521321783857,2,6,market 1,product 2
-1.720906920818349,1.8853072932751171,11,1,market 1,product 11
-2.930353094137426,0.7907722137181111,11,1,market 1,product 11
-2.1035302948058097,1.542107826694671,11,3,market 1,product 11
-2.994827075285878,0.8306607696505661,11,8,market 1,product 11
-0.20767383074831502,0.4426995082086054,6,2,market 1,product 6
-0.6572879200257522,0.4665378536938677,4,8,market 1,product 4
-0.49769570458989354,0.931272042114545,2,11,market 1,product 2
-0.8094827719519457,-0.12792461364945495,8,2,market 1,product 8
-1.3215562611843048,1.3450890959089326,11,4,market 1,product 11
-0.735170668332974,1.7025258466530557,11,10,market 1,product 11
-0.4341221551853772,1.2614182336515603,10,7,market 1,product 10
0.23723806732171182,0.458727551481271,11,2,market 1,product 11
-0.20677696047683947,0.8916844161145767,11,1,market 1,product 11
-1.0837916046022325,0.4768676112302924,11,6,market 1,product 11
-0.6739509243014923,0.2346638378578867,11,4,market 1,product 11
0.4073730824738293,0.915935349496742,7,8,market 1,product 7
-2.3411524734978624,0.838384785719766,11,6,market 1,product 11
-3.6163793804320616,1.203270679049897,11,8,market 1,product 11
-1.5980448035733614,1.1413182388563292,4,6,market 1,product 4
-0.8531399675056692,1.1474014374070534,11,8,market 1,product 11
-1.6932143038206693,0.2392781401935803,11,10,market 1,product 11
-0.14558072898865415,0.9804592100142074,11,7,market 1,product 11
-2.085120616033158,0.6969451822395417,11,3,market 1,product 11
-0.4852551154754886,2.190711334816675,7,4,market 1,product 7
-2.65583192630955,0.9512815210310218,11,2,market 1,product 11
-1.2408079480946097,0.5106996102548271,11,6,market 1,product 11
-1.6727761153560712,1.2851756930308964,11,2,market 1,product 11
-2.750971490937162,1.778803395706802,11,10,market 1,product 11
